CTYNAME,0_4,5_19,20_,Cum_inf,Cum_inf_low,Cum_inf_high,Cum_inf_0,Cum_inf_0_low,Cum_inf_0_high,Cum_inf_1,Cum_inf_1_low,Cum_inf_1_high,Cum_inf_2,Cum_inf_2_low,Cum_inf_2_high,Cum_Hosp,Cum_Hosp_low,Cum_Hosp_high,Cum_Hosp_0,Cum_Hosp_0_low,Cum_Hosp_0_high,Cum_Hosp_1,Cum_Hosp_1_low,Cum_Hosp_1_high,Cum_Hosp_2,Cum_Hosp_2_low,Cum_Hosp_2_high
Anderson,3009,9494,45233,255.90297413573919,223.55930963944664,285.22293208451714,104.73830680227724,90.95452282666025,117.4087588447115,131.40146689805215,116.0741208433191,145.82261893252667,19.628047722103958,16.914579775386084,22.70750951305021,49.71986636541956,42.79437907607823,57.27066462646153,29.6232131282365,25.42876826630546,34.13741499020487,16.755440295514227,14.599068370527435,19.184822346669236,3.24887087652968,2.758333482512597,3.8722396429416195
Andrews,1473,4847,12344,112.71559942974473,97.07140197571078,127.58001522547326,48.82053229700675,41.77139370062391,55.24495384178879,58.882610342364636,50.839826639986335,66.45028178976244,4.946593773526976,4.19360354795773,5.832647364051478,22.212093184726893,19.08164934554173,25.331832027415587,13.836614259565147,11.823028417906933,15.89206499945708,7.592421081891702,6.467312238750897,8.593436501814043,0.817482962831283,0.6839613590828607,0.9763472742498558
Angelina,5759,18551,63009,454.1337228471293,397.91674675143435,516.712801651148,181.78514418197614,157.3293216364036,207.62182501077982,247.1594193306205,219.0968138664316,275.25668572314413,24.951268577354885,21.10771234055367,29.70909974344006,86.01863742874181,74.45032121859145,98.88016949715794,50.92691910862257,43.79837313794923,58.27665991341777,31.249248136170472,27.128141715805672,35.28044559294072,4.037943240932373,3.3366222576743993,4.849537943192753
Aransas,1123,3859,20392,107.23629749710929,94.52387397341408,121.06517030050918,42.71384442534287,37.50566726053783,48.62889732067805,54.79217559625813,48.557909019228966,61.69984051911483,9.782435783648044,8.483994234017805,11.142790110185436,20.963739473595368,18.065119820923698,23.767525785496805,12.183443039383324,10.54196788927907,13.905650438366461,7.141190397849266,6.181291361362477,8.03919917260649,1.6249847796398473,1.3849797738340317,1.8816185328588202
Archer,468,1761,6800,44.31193896179224,38.595570002330206,49.05701985674608,16.918865641740684,14.727421381184934,18.765387568105385,24.072798412367142,21.017217746977327,26.6109923477616,3.2852072223474056,2.833007302853146,3.7693237517217457,8.657087912654944,7.4613092887096295,9.642216229942973,4.8821328702568305,4.219113933336362,5.439394840749884,3.2175708376082053,2.7773926769261026,3.579856720793824,0.5520785184492574,0.46735707367269513,0.6412489718324313
Armstrong,109,337,1386,10.773968168658811,9.619513812163538,12.015879594788398,4.615800887078814,4.131899924422168,5.157994431596194,5.3398644020183434,4.78302380677095,5.921959609567901,0.836918085027225,0.7373067354571734,0.9745716906588089,2.270844819854672,1.9946424462802939,2.5625710793000307,1.336064139157914,1.1700340503724231,1.515260336737893,0.7873462454199852,0.700229827394283,0.8871229077468769,0.14113063013012778,0.12307184738751854,0.16801568097054756
Atascosa,3433,11779,36572,279.77889545756386,245.89427554030405,318.98214962770123,111.13334891195174,97.61232963549475,127.62097016632796,153.65790176375327,135.40273133488407,173.16373383601044,14.713743319973723,12.676126604249616,17.472079177465687,53.2931792298529,46.2797064947397,62.412314140473676,31.183701193270878,26.91782250944632,37.125722156418,19.52794569295427,16.9581175242865,22.751799061359886,2.4124151544804646,2.024442598595035,2.9197042418043084
Austin,1827,6332,23518,155.59215780869175,138.7222711428162,173.57265792644782,62.247005462276846,55.240872167451045,69.7830018274767,83.09014438872826,74.35782303858113,92.50462991674604,10.04175945312933,8.730761407480362,11.525077209402397,30.13308229991786,26.33147890925947,34.24619119467007,17.752602670265965,15.483277292624326,20.13482683279807,10.726878778410445,9.475070760418749,12.106034044143165,1.6546088685532772,1.4060764534633592,1.9359847488527457
Bailey,559,1644,4469,56.442528754257516,50.06680144999262,61.987771897066295,23.78662511204458,20.976977686336017,26.1245478686038,29.927208877400087,26.719313589207587,32.76551234247754,2.7627538162591154,2.4285933202283125,3.123995802950431,11.286513150171334,9.936962155711399,12.510652415342552,6.842415339829747,6.05623565272824,7.648106673518053,3.952270637786297,3.485818802054895,4.4236273624756155,0.4682252556087782,0.4058168162488911,0.5372558575775652
Bandera,897,3282,18458,89.6937445221476,78.08696069361098,99.42086018736885,34.81077453602321,30.063171996435113,38.76901433048954,45.987602402271825,40.257364510238794,51.03288562164679,8.829119727247061,7.570737246105479,9.957281283825107,17.376614676172135,15.126509818360727,19.412037962088593,9.939596110310198,8.62917465394005,11.102221470282428,5.995724407280319,5.252892811137812,6.701951197085414,1.4713517716661992,1.255358287368722,1.7005553698281686
Bastrop,7173,24489,79116,527.6891417146774,465.30660530224867,602.4445557592258,204.92329976178448,179.7311647129086,234.05327282252,294.66551320255644,260.5144598439174,334.22216396868896,27.306932531675656,23.594063646788925,32.29181208765656,98.29785951133712,84.92349091771295,114.18681618439307,56.86302154521465,48.780939666185425,66.12575908987364,37.120524618040896,32.12395224596464,42.854200680889164,4.388286170063633,3.684050980718382,5.276354178551948
Baylor,198,645,2620,19.80676924380596,17.60469483082834,21.92402257003716,8.064901076841835,7.16419999779702,8.920213008363048,10.208724487799206,9.116210813076973,11.303800733301534,1.5106612355245228,1.3130888218838204,1.7229746144256395,4.015891053729208,3.507799615059433,4.495499859580859,2.3320365552627784,2.0578898651958824,2.618615902875694,1.415716352324182,1.2429280031526102,1.5755277345831544,0.25577277383103314,0.22419844418970938,0.2943489510267339
